難度,掉落池ID,群組ID,掉落池備註,抽取次數,先抽稀有度,忽略難度,普通物品BP,遺物BP,None有效權重,None比例,Normal有效權重,Normal比例,Rare有效權重,Rare比例,Elite有效權重,Elite比例,Epic有效權重,Epic比例,Legend有效權重,Legend比例,Unique有效權重,Unique比例
Normal,122901,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특성 재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122901,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특성 재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122901,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특성 재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122902,122900,"챕1 미니보스 (식인 요리사, 미겔) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122902,122900,"챕1 미니보스 (식인 요리사, 미겔) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122902,122900,"챕1 미니보스 (식인 요리사, 미겔) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122902,122900,"챕1 미니보스 (식인 요리사, 미겔) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122903,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122903,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122903,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122903,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122904,122900,"챕1 미니보스 (식인 요리사, 미겔) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122904,122900,"챕1 미니보스 (식인 요리사, 미겔) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122904,122900,"챕1 미니보스 (식인 요리사, 미겔) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122904,122900,"챕1 미니보스 (식인 요리사, 미겔) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123000,123000,"챕1 미니보스 - 버려진 특공대원, 하켄",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123000,123000,"챕1 미니보스 - 버려진 특공대원, 하켄",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123000,123000,"챕1 미니보스 - 버려진 특공대원, 하켄",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123000,123000,"챕1 미니보스 - 버려진 특공대원, 하켄",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123001,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123001,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123001,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123001,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123002,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123002,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123002,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123002,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123003,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123003,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123003,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123003,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123004,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123004,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123004,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123004,123000,"챕1 미니보스 (버려진 특공대원, 하켄) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123100,123100,"챕1 미니보스 - 절망한 소방관, 라우더",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123100,123100,"챕1 미니보스 - 절망한 소방관, 라우더",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123100,123100,"챕1 미니보스 - 절망한 소방관, 라우더",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123100,123100,"챕1 미니보스 - 절망한 소방관, 라우더",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123101,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123101,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123101,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123101,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123102,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123102,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123102,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123102,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123103,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123103,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123103,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123103,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123104,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123104,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123104,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123104,123100,"챕1 미니보스 (절망한 소방관, 라우더) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123200,123200,챕1 미니보스 - 해피 데스 버니,4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123200,123200,챕1 미니보스 - 해피 데스 버니,4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123200,123200,챕1 미니보스 - 해피 데스 버니,4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123200,123200,챕1 미니보스 - 해피 데스 버니,4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123201,123200,챕1 미니보스 (해피 데스 버니) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123201,123200,챕1 미니보스 (해피 데스 버니) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123201,123200,챕1 미니보스 (해피 데스 버니) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123201,123200,챕1 미니보스 (해피 데스 버니) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123202,123200,챕1 미니보스 (해피 데스 버니) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123202,123200,챕1 미니보스 (해피 데스 버니) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123202,123200,챕1 미니보스 (해피 데스 버니) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123202,123200,챕1 미니보스 (해피 데스 버니) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123203,123200,챕1 미니보스 (해피 데스 버니) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123203,123200,챕1 미니보스 (해피 데스 버니) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123203,123200,챕1 미니보스 (해피 데스 버니) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123203,123200,챕1 미니보스 (해피 데스 버니) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123300,123300,"챕1 미니보스 - 생선을 찾는 자, 레드후드",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123300,123300,"챕1 미니보스 - 생선을 찾는 자, 레드후드",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123300,123300,"챕1 미니보스 - 생선을 찾는 자, 레드후드",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123300,123300,"챕1 미니보스 - 생선을 찾는 자, 레드후드",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123301,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123301,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123301,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123301,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123302,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123302,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123302,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123302,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123303,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123303,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123303,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123303,123300,"챕1 미니보스 (생선을 찾는 자, 레드후드) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123400,123400,챕1 미니보스 - 봉헌된 노엘,4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123400,123400,챕1 미니보스 - 봉헌된 노엘,4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123400,123400,챕1 미니보스 - 봉헌된 노엘,4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123400,123400,챕1 미니보스 - 봉헌된 노엘,4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123401,123400,챕1 미니보스 (봉헌된 노엘) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123401,123400,챕1 미니보스 (봉헌된 노엘) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123401,123400,챕1 미니보스 (봉헌된 노엘) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123401,123400,챕1 미니보스 (봉헌된 노엘) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123402,123400,챕1 미니보스 (봉헌된 노엘) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123402,123400,챕1 미니보스 (봉헌된 노엘) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123402,123400,챕1 미니보스 (봉헌된 노엘) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123402,123400,챕1 미니보스 (봉헌된 노엘) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123403,123400,챕1 미니보스 (봉헌된 노엘) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123403,123400,챕1 미니보스 (봉헌된 노엘) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123403,123400,챕1 미니보스 (봉헌된 노엘) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123403,123400,챕1 미니보스 (봉헌된 노엘) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123500,123500,챕1 미니보스 - 아직 살아있는 레일리,4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123500,123500,챕1 미니보스 - 아직 살아있는 레일리,4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123500,123500,챕1 미니보스 - 아직 살아있는 레일리,4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123500,123500,챕1 미니보스 - 아직 살아있는 레일리,4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123501,123500,챕1 미니보스 (아직 살아있는 레일리) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123501,123500,챕1 미니보스 (아직 살아있는 레일리) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123501,123500,챕1 미니보스 (아직 살아있는 레일리) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123501,123500,챕1 미니보스 (아직 살아있는 레일리) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123502,123500,챕1 미니보스 (아직 살아있는 레일리) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123502,123500,챕1 미니보스 (아직 살아있는 레일리) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123502,123500,챕1 미니보스 (아직 살아있는 레일리) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123502,123500,챕1 미니보스 (아직 살아있는 레일리) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123503,123500,챕1 미니보스 (아직 살아있는 레일리) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123503,123500,챕1 미니보스 (아직 살아있는 레일리) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123503,123500,챕1 미니보스 (아직 살아있는 레일리) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123503,123500,챕1 미니보스 (아직 살아있는 레일리) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123600,123600,"챕1 미니보스 - 교구장, 마더 루크라",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123600,123600,"챕1 미니보스 - 교구장, 마더 루크라",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123600,123600,"챕1 미니보스 - 교구장, 마더 루크라",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123600,123600,"챕1 미니보스 - 교구장, 마더 루크라",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123601,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123601,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
