難度,怪物ID,怪物名稱,怪物原名,怪物類型,怪物類型原值,怪物分類,怪物分類原值,HP,攻擊,防禦,難度HP倍率%,難度攻擊倍率%,難度防禦倍率%,基礎HP,基礎攻擊,基礎防禦,火抗性%,水抗性%,風抗性%,建議屬性,弱點說明,抗性說明,掉落池ID,掉落池名稱,掉落ID來源,出現設定ID,出現機率,移動速度,攻擊速度,視野距離,背後視野距離,主動技能ID,被動技能ID
Normal,800009,測試用巨漢（機械，無弱點）,"테스트용 빅맨(기계, 노약점)",普通,Normal,機械(Machine),Machine,25500,184.45,66.3,85,85,85,30000,217,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,3.5,2.3,,
Easy,800005,測試用巨漢（褻瀆，無弱點）,"테스트용 빅맨(불경, 노약점)",普通,Normal,褻瀆(Blasphemy),Blasphemy,21000,119.35,50.7,70,55,65,30000,217,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,3.5,2.3,,
Hard,800005,測試用巨漢（褻瀆，無弱點）,"테스트용 빅맨(불경, 노약점)",普通,Normal,褻瀆(Blasphemy),Blasphemy,45000,249.55,74.1,150,115,95,30000,217,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,3.5,2.3,,
Insane,800005,測試用巨漢（褻瀆，無弱點）,"테스트용 빅맨(불경, 노약점)",普通,Normal,褻瀆(Blasphemy),Blasphemy,72000,282.1,81.9,240,130,105,30000,217,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,3.5,2.3,,
Normal,800005,測試用巨漢（褻瀆，無弱點）,"테스트용 빅맨(불경, 노약점)",普通,Normal,褻瀆(Blasphemy),Blasphemy,25500,184.45,66.3,85,85,85,30000,217,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,3.5,2.3,,
Easy,300027,無形之子,형태없는 자손,首領,Boss,異界(Eldritch),Eldritch,33600,165,87.75,70,55,65,48000,300,135,0,0,0,無,無明顯弱點,無明顯抗性,226000,챕2 보스 - 햇맨,226000:Monster,,,1.5,1,3.4,2.6,22000001|22000002|22000003|22000004|22000005|22000006|22000007|22000008|22000009|22000010|22000011|22000012|22000013,
Hard,300027,無形之子,형태없는 자손,首領,Boss,異界(Eldritch),Eldritch,72000,345,128.25,150,115,95,48000,300,135,0,0,0,無,無明顯弱點,無明顯抗性,226000,챕2 보스 - 햇맨,226000:Monster,,,1.5,1,3.4,2.6,22000001|22000002|22000003|22000004|22000005|22000006|22000007|22000008|22000009|22000010|22000011|22000012|22000013,
Insane,300027,無形之子,형태없는 자손,首領,Boss,異界(Eldritch),Eldritch,115200,390,141.75,240,130,105,48000,300,135,0,0,0,無,無明顯弱點,無明顯抗性,226000,챕2 보스 - 햇맨,226000:Monster,,,1.5,1,3.4,2.6,22000001|22000002|22000003|22000004|22000005|22000006|22000007|22000008|22000009|22000010|22000011|22000012|22000013,
Normal,300027,無形之子,형태없는 자손,首領,Boss,異界(Eldritch),Eldritch,40800,255,114.75,85,85,85,48000,300,135,0,0,0,無,無明顯弱點,無明顯抗性,226000,챕2 보스 - 햇맨,226000:Monster,,,1.5,1,3.4,2.6,22000001|22000002|22000003|22000004|22000005|22000006|22000007|22000008|22000009|22000010|22000011|22000012|22000013,
Easy,310055,無照強制餵食機，章魚燒機器人,"무허가 강제 배식기, 타코-트론",小首領,MiniBoss,機械(Machine),Machine,6370,126.5,70.85,70,55,65,9100,230,109,25,-25,25,水,水 -25%,火 +25% / 風 +25%,226600,"챕2 미니보스 - 무허가 강제 배식기, 타코-트론",226600:MonsterSpawn,31005501 / 31200501,100 / 100,1.2,1,3.5,1.6,21000550|21000551|21000552|21000553|21000554|21000555,
Hard,310055,無照強制餵食機，章魚燒機器人,"무허가 강제 배식기, 타코-트론",小首領,MiniBoss,機械(Machine),Machine,13650,264.5,103.55,150,115,95,9100,230,109,25,-25,25,水,水 -25%,火 +25% / 風 +25%,226600,"챕2 미니보스 - 무허가 강제 배식기, 타코-트론",226600:MonsterSpawn,31005501 / 31200501,100 / 100,1.2,1,3.5,1.6,21000550|21000551|21000552|21000553|21000554|21000555,
Insane,310055,無照強制餵食機，章魚燒機器人,"무허가 강제 배식기, 타코-트론",小首領,MiniBoss,機械(Machine),Machine,21840,299,114.45,240,130,105,9100,230,109,25,-25,25,水,水 -25%,火 +25% / 風 +25%,226600,"챕2 미니보스 - 무허가 강제 배식기, 타코-트론",226600:MonsterSpawn,31005501 / 31200501,100 / 100,1.2,1,3.5,1.6,21000550|21000551|21000552|21000553|21000554|21000555,
Normal,310055,無照強制餵食機，章魚燒機器人,"무허가 강제 배식기, 타코-트론",小首領,MiniBoss,機械(Machine),Machine,7735,195.5,92.65,85,85,85,9100,230,109,25,-25,25,水,水 -25%,火 +25% / 風 +25%,226600,"챕2 미니보스 - 무허가 강제 배식기, 타코-트론",226600:MonsterSpawn,31005501 / 31200501,100 / 100,1.2,1,3.5,1.6,21000550|21000551|21000552|21000553|21000554|21000555,
Easy,900003,絕望之影,다크영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,3220,126.5,50.7,70,55,65,4600,230,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,3,1,30,30,29000004,
Hard,900003,絕望之影,다크영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,6900,264.5,74.1,150,115,95,4600,230,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,3,1,30,30,29000004,
Insane,900003,絕望之影,다크영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,11040,299,81.9,240,130,105,4600,230,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,3,1,30,30,29000004,
Normal,900003,絕望之影,다크영(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,3910,195.5,66.3,85,85,85,4600,230,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,3,1,30,30,29000004,
Easy,310007,絕望的消防員勞德,"절망한 소방관, 라우더",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,6300,130.9,70.85,70,55,65,9000,238,109,-25,0,0,火,火 -25%,無明顯抗性,123100,"챕1 미니보스 - 절망한 소방관, 라우더",123100:MonsterSpawn,31000701 / 31100402,100 / 100,1.2,1,3.5,1.5,21000500|21000501|21000502|21000503|21000504|21000505,
Hard,310007,絕望的消防員勞德,"절망한 소방관, 라우더",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,13500,273.7,103.55,150,115,95,9000,238,109,-25,0,0,火,火 -25%,無明顯抗性,123100,"챕1 미니보스 - 절망한 소방관, 라우더",123100:MonsterSpawn,31000701 / 31100402,100 / 100,1.2,1,3.5,1.5,21000500|21000501|21000502|21000503|21000504|21000505,
Insane,310007,絕望的消防員勞德,"절망한 소방관, 라우더",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,21600,309.4,114.45,240,130,105,9000,238,109,-25,0,0,火,火 -25%,無明顯抗性,123100,"챕1 미니보스 - 절망한 소방관, 라우더",123100:MonsterSpawn,31000701 / 31100402,100 / 100,1.2,1,3.5,1.5,21000500|21000501|21000502|21000503|21000504|21000505,
Normal,310007,絕望的消防員勞德,"절망한 소방관, 라우더",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,7650,202.3,92.65,85,85,85,9000,238,109,-25,0,0,火,火 -25%,無明顯抗性,123100,"챕1 미니보스 - 절망한 소방관, 라우더",123100:MonsterSpawn,31000701 / 31100402,100 / 100,1.2,1,3.5,1.5,21000500|21000501|21000502|21000503|21000504|21000505,
Easy,900002,虛無之影,경찰 좀비(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,651,110,50.7,70,55,65,930,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.2,1,30,30,29000002|29000003,
Hard,900002,虛無之影,경찰 좀비(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,1395,230,74.1,150,115,95,930,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.2,1,30,30,29000002|29000003,
Insane,900002,虛無之影,경찰 좀비(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,2232,260,81.9,240,130,105,930,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.2,1,30,30,29000002|29000003,
Normal,900002,虛無之影,경찰 좀비(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,790.5,170,66.3,85,85,85,930,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.2,1,30,30,29000002|29000003,
Easy,200032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,644,118.25,50.7,70,55,65,920,215,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.1,1,3.5,2.5,20002106|20002107,
Easy,500032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,770,121,50.7,70,55,65,1100,220,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018002,1000,2.1,1,3.5,2,20002106|20002107,
Hard,200032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,1380,247.25,74.1,150,115,95,920,215,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.1,1,3.5,2.5,20002106|20002107,
Hard,500032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,1650,253,74.1,150,115,95,1100,220,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018002,1000,2.1,1,3.5,2,20002106|20002107,
Insane,200032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,2208,279.5,81.9,240,130,105,920,215,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.1,1,3.5,2.5,20002106|20002107,
Insane,500032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,2640,286,81.9,240,130,105,1100,220,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018002,1000,2.1,1,3.5,2,20002106|20002107,
Normal,200032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,782,182.75,66.3,85,85,85,920,215,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.1,1,3.5,2.5,20002106|20002107,
Normal,500032,虛無步槍手,라이플맨,普通,Normal,人類(Human),Human,935,187,66.3,85,85,85,1100,220,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018002,1000,2.1,1,3.5,2,20002106|20002107,
Easy,200031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,805,110,50.7,70,55,65,1150,200,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.4,1,3.5,2.5,20002101,
Easy,500031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,1050,112.75,50.7,70,55,65,1500,205,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018001,1000,2.4,1,3.5,2,20002101,
Hard,200031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,1725,230,74.1,150,115,95,1150,200,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.4,1,3.5,2.5,20002101,
Hard,500031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,2250,235.75,74.1,150,115,95,1500,205,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018001,1000,2.4,1,3.5,2,20002101,
Insane,200031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,2760,260,81.9,240,130,105,1150,200,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.4,1,3.5,2.5,20002101,
Insane,500031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,3600,266.5,81.9,240,130,105,1500,205,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018001,1000,2.4,1,3.5,2,20002101,
Normal,200031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,977.5,170,66.3,85,85,85,1150,200,78,0,25,0,無,無明顯弱點,水 +25%,,,,,,2.4,1,3.5,2.5,20002101,
Normal,500031,虛無散彈槍手,샷건맨,普通,Normal,人類(Human),Human,1275,174.25,66.3,85,85,85,1500,205,78,0,25,0,無,無明顯弱點,水 +25%,225200,챕2 용병 그룹,225200:MonsterSpawn,20018001,1000,2.4,1,3.5,2,20002101,
Easy,301012,解放的火焰束縛者佈裡奇,브리쳐 - 페이즈1 (2챕터 범용),首領,Boss,人類(Human),Human,5600,129.25,81.25,70,55,65,8000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200 / 227400,챕2 보스 - 브리쳐 / 챕2 미니보스 - 브리쳐,222200:MonsterSpawn / 227400:Monster + MonsterSpawn,30200101 / 31006301,100 / 100,1.8,1,3.6,2.5,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Hard,301012,解放的火焰束縛者佈裡奇,브리쳐 - 페이즈1 (2챕터 범용),首領,Boss,人類(Human),Human,12000,270.25,118.75,150,115,95,8000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200 / 227400,챕2 보스 - 브리쳐 / 챕2 미니보스 - 브리쳐,222200:MonsterSpawn / 227400:Monster + MonsterSpawn,30200101 / 31006301,100 / 100,1.8,1,3.6,2.5,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Insane,301012,解放的火焰束縛者佈裡奇,브리쳐 - 페이즈1 (2챕터 범용),首領,Boss,人類(Human),Human,19200,305.5,131.25,240,130,105,8000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200 / 227400,챕2 보스 - 브리쳐 / 챕2 미니보스 - 브리쳐,222200:MonsterSpawn / 227400:Monster + MonsterSpawn,30200101 / 31006301,100 / 100,1.8,1,3.6,2.5,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Normal,301012,解放的火焰束縛者佈裡奇,브리쳐 - 페이즈1 (2챕터 범용),首領,Boss,人類(Human),Human,6800,199.75,106.25,85,85,85,8000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200 / 227400,챕2 보스 - 브리쳐 / 챕2 미니보스 - 브리쳐,222200:MonsterSpawn / 227400:Monster + MonsterSpawn,30200101 / 31006301,100 / 100,1.8,1,3.6,2.5,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Easy,301014,解放的徘徊八尺鬼神,팔척귀신 (1챕터 범용),首領,Boss,幻象(Phantasm),Phantasm,1890,123.75,81.25,70,55,65,2700,225,125,25,0,-25,風,風 -25%,火 +25%,123900,챕1 미니보스 - 팔척귀신,123900:Monster + MonsterSpawn,30101401,100,1.7,1,3.6,2.5,21005001|21005002|21005004|21005005|21005007|21005008,21005006
Hard,301014,解放的徘徊八尺鬼神,팔척귀신 (1챕터 범용),首領,Boss,幻象(Phantasm),Phantasm,4050,258.75,118.75,150,115,95,2700,225,125,25,0,-25,風,風 -25%,火 +25%,123900,챕1 미니보스 - 팔척귀신,123900:Monster + MonsterSpawn,30101401,100,1.7,1,3.6,2.5,21005001|21005002|21005004|21005005|21005007|21005008,21005006
Insane,301014,解放的徘徊八尺鬼神,팔척귀신 (1챕터 범용),首領,Boss,幻象(Phantasm),Phantasm,6480,292.5,131.25,240,130,105,2700,225,125,25,0,-25,風,風 -25%,火 +25%,123900,챕1 미니보스 - 팔척귀신,123900:Monster + MonsterSpawn,30101401,100,1.7,1,3.6,2.5,21005001|21005002|21005004|21005005|21005007|21005008,21005006
Normal,301014,解放的徘徊八尺鬼神,팔척귀신 (1챕터 범용),首領,Boss,幻象(Phantasm),Phantasm,2295,191.25,106.25,85,85,85,2700,225,125,25,0,-25,風,風 -25%,火 +25%,123900,챕1 미니보스 - 팔척귀신,123900:Monster + MonsterSpawn,30101401,100,1.7,1,3.6,2.5,21005001|21005002|21005004|21005005|21005007|21005008,21005006
Easy,301005,解放的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈1 (1챕터 범용),首領,Boss,異界(Eldritch),Eldritch,5040,123.75,81.25,70,55,65,7200,225,125,0,0,-25,風,風 -25%,無明顯抗性,122200,챕1 미니보스 - 소울콜렉터,122200:Monster + MonsterSpawn,30100501,100,1.6,1,3.6,2.5,21003001|21003021|21003004|21003005|21003009|21003010|21003011|21003016|21003017|21003018|21003019|21003020,21003007|21003015
Hard,301005,解放的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈1 (1챕터 범용),首領,Boss,異界(Eldritch),Eldritch,10800,258.75,118.75,150,115,95,7200,225,125,0,0,-25,風,風 -25%,無明顯抗性,122200,챕1 미니보스 - 소울콜렉터,122200:Monster + MonsterSpawn,30100501,100,1.6,1,3.6,2.5,21003001|21003021|21003004|21003005|21003009|21003010|21003011|21003016|21003017|21003018|21003019|21003020,21003007|21003015
Insane,301005,解放的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈1 (1챕터 범용),首領,Boss,異界(Eldritch),Eldritch,17280,292.5,131.25,240,130,105,7200,225,125,0,0,-25,風,風 -25%,無明顯抗性,122200,챕1 미니보스 - 소울콜렉터,122200:Monster + MonsterSpawn,30100501,100,1.6,1,3.6,2.5,21003001|21003021|21003004|21003005|21003009|21003010|21003011|21003016|21003017|21003018|21003019|21003020,21003007|21003015
Normal,301005,解放的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈1 (1챕터 범용),首領,Boss,異界(Eldritch),Eldritch,6120,191.25,106.25,85,85,85,7200,225,125,0,0,-25,風,風 -25%,無明顯抗性,122200,챕1 미니보스 - 소울콜렉터,122200:Monster + MonsterSpawn,30100501,100,1.6,1,3.6,2.5,21003001|21003021|21003004|21003005|21003009|21003010|21003011|21003016|21003017|21003018|21003019|21003020,21003007|21003015
Easy,900001,瘋狂之影,인형탈(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,868,110,50.7,70,55,65,1240,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000001,
Hard,900001,瘋狂之影,인형탈(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,1860,230,74.1,150,115,95,1240,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000001,
Insane,900001,瘋狂之影,인형탈(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,2976,260,81.9,240,130,105,1240,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000001,
Normal,900001,瘋狂之影,인형탈(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,1054,170,66.3,85,85,85,1240,200,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.7,1,30,30,29000001,
Easy,200021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,665,110,50.7,70,55,65,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010702,4000,2,1,3.5,1.4,20001000|20001001,
Easy,210021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,665,110,50.7,70,55,65,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001000|20001001,
Easy,240021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,332.5,82.5,50.7,70,55,65,475,150,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001002|20001001,
Hard,200021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,1425,230,74.1,150,115,95,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010702,4000,2,1,3.5,1.4,20001000|20001001,
Hard,210021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,1425,230,74.1,150,115,95,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001000|20001001,
Hard,240021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,712.5,172.5,74.1,150,115,95,475,150,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001002|20001001,
Insane,200021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,2280,260,81.9,240,130,105,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010702,4000,2,1,3.5,1.4,20001000|20001001,
Insane,210021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,2280,260,81.9,240,130,105,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001000|20001001,
Insane,240021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,1140,195,81.9,240,130,105,475,150,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001002|20001001,
Normal,200021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,807.5,170,66.3,85,85,85,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010702,4000,2,1,3.5,1.4,20001000|20001001,
Normal,210021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,807.5,170,66.3,85,85,85,950,200,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001000|20001001,
Normal,240021,監視者,모니터맨,普通,Normal,機械(Machine),Machine,403.75,127.5,66.3,85,85,85,475,150,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,2.2,1,3.5,2.5,20001002|20001001,
Easy,310058,監視者，奧普提庫斯,"감시자, 옵티쿠스",小首領,MiniBoss,機械(Machine),Machine,5950,127.05,70.85,70,55,65,8500,231,109,0,-25,0,水,水 -25%,無明顯抗性,226900,"챕2 미니보스 - 감시자, 옵티쿠스",226900:MonsterSpawn,31005801 / 31200102,100 / 100,1.4,1,3.7,2,21000580|21000581|21000582|21000583|21000584|21000585,
Hard,310058,監視者，奧普提庫斯,"감시자, 옵티쿠스",小首領,MiniBoss,機械(Machine),Machine,12750,265.65,103.55,150,115,95,8500,231,109,0,-25,0,水,水 -25%,無明顯抗性,226900,"챕2 미니보스 - 감시자, 옵티쿠스",226900:MonsterSpawn,31005801 / 31200102,100 / 100,1.4,1,3.7,2,21000580|21000581|21000582|21000583|21000584|21000585,
Insane,310058,監視者，奧普提庫斯,"감시자, 옵티쿠스",小首領,MiniBoss,機械(Machine),Machine,20400,300.3,114.45,240,130,105,8500,231,109,0,-25,0,水,水 -25%,無明顯抗性,226900,"챕2 미니보스 - 감시자, 옵티쿠스",226900:MonsterSpawn,31005801 / 31200102,100 / 100,1.4,1,3.7,2,21000580|21000581|21000582|21000583|21000584|21000585,
Normal,310058,監視者，奧普提庫斯,"감시자, 옵티쿠스",小首領,MiniBoss,機械(Machine),Machine,7225,196.35,92.65,85,85,85,8500,231,109,0,-25,0,水,水 -25%,無明顯抗性,226900,"챕2 미니보스 - 감시자, 옵티쿠스",226900:MonsterSpawn,31005801 / 31200102,100 / 100,1.4,1,3.7,2,21000580|21000581|21000582|21000583|21000584|21000585,
Easy,200019,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,595,107.25,50.7,70,55,65,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010701,2000,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Easy,210020,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,595,107.25,50.7,70,55,65,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Hard,200019,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,1275,224.25,74.1,150,115,95,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010701,2000,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Hard,210020,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,1275,224.25,74.1,150,115,95,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Insane,200019,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,2040,253.5,81.9,240,130,105,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010701,2000,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Insane,210020,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,2040,253.5,81.9,240,130,105,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Normal,200019,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,722.5,165.75,66.3,85,85,85,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,221600,챕2 기계 몬스터 (노멀),221600:MonsterSpawn,20010701,2000,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Normal,210020,蜘蛛機器人,거미(big),普通,Normal,機械(Machine),Machine,722.5,165.75,66.3,85,85,85,850,195,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.3,1,3.5,1.4,20001010|20001012|20001013|20001011,
Easy,300009,憤怒失控的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈2 (스토리),首領,Boss,異界(Eldritch),Eldritch,8400,132,81.25,70,55,65,12000,240,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.6,1,40,40,21003050|21003051|21003052|21003053|21003054|21003055|21003056|21003057|21003058|21003059|21003060|21003061,21003007|21003015
Easy,301006,憤怒失控的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈2 (1챕터 범용),首領,Boss,異界(Eldritch),Eldritch,6720,132,81.25,70,55,65,9600,240,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.6,1,3.6,2.5,21003050|21003052|21003053|21003054|21003055|21003056|21003057|21003058|21003059|21003060|21003061,21003007|21003015
Hard,300009,憤怒失控的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈2 (스토리),首領,Boss,異界(Eldritch),Eldritch,18000,276,118.75,150,115,95,12000,240,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.6,1,40,40,21003050|21003051|21003052|21003053|21003054|21003055|21003056|21003057|21003058|21003059|21003060|21003061,21003007|21003015
Hard,301006,憤怒失控的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈2 (1챕터 범용),首領,Boss,異界(Eldritch),Eldritch,14400,276,118.75,150,115,95,9600,240,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.6,1,3.6,2.5,21003050|21003052|21003053|21003054|21003055|21003056|21003057|21003058|21003059|21003060|21003061,21003007|21003015
Insane,300009,憤怒失控的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈2 (스토리),首領,Boss,異界(Eldritch),Eldritch,28800,312,131.25,240,130,105,12000,240,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.6,1,40,40,21003050|21003051|21003052|21003053|21003054|21003055|21003056|21003057|21003058|21003059|21003060|21003061,21003007|21003015
Insane,301006,憤怒失控的靈魂收集者，艾爾德裡斯,소울 콜렉터 - 페이즈2 (1챕터 범용),首領,Boss,異界(Eldritch),Eldritch,23040,312,131.25,240,130,105,9600,240,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,1.6,1,3.6,2.5,21003050|21003052|21003053|21003054|21003055|21003056|21003057|21003058|21003059|21003060|21003061,21003007|21003015
